decision,scope,title,authors,year,journal,publisher,doi,landing_url,pdf_url,discovered_in,queries,existing_source_id,existing_title_score,validation_basis
eligible,Iran basins/projects,"System dynamics approaches to assess the impacts of climate change on surface water quality and quantity: case study of Karoun River, Iran",Fatemeh Ganji | Mohsen Nasseri,2021,Environmental Science and Pollution Research,Springer Science and Business Media LLC,10.1007/s11356-021-12773-5,https://doi.org/10.1007/s11356-021-12773-5,https://link.springer.com/content/pdf/10.1007/s11356-021-12773-5.pdf,Crossref,Karoun River,,0.5455,resolving DOI
eligible,Iran basins/projects,Fouilles à Kasr-Karoun (février-mars 1948). Rapport préliminaire,Jacques Schwartz,1949,Bulletin de l'Institut français d'archéologie orientale,PERSEE Program,10.3406/bifao.1949.2063,https://doi.org/10.3406/bifao.1949.2063,,Crossref,Karoun River,,0.377,resolving DOI
hold,Iran basins/projects,"Many-Objective Direct Policy Search in the Dez and Karoun Multireservoir System, Iran",P. Biglarbeigi | M. Giuliani | A. Castelletti,2014,World Environmental and Water Resources Congress 2014,American Society of Civil Engineers,10.1061/9780784413548.105,https://doi.org/10.1061/9780784413548.105,,Crossref,Karoun River,,0.4713,no resolving DOI or live landing page
eligible,Iran basins/projects,An Investigation into Factors Affecting Productivity of Produces by Karoun Agriculture and Industry Company,Mehdi Basirat | Mehrafarin Latif | Ali Asghar Esfandiari,2013,International Journal of Scientific Research in Knowledge,IJSR Publications,10.12983/ijsrk-2013-p263-275,https://doi.org/10.12983/ijsrk-2013-p263-275,,Crossref,Karoun River,,0.4216,resolving DOI
hold,Iran basins/projects,Evaluation of blast induced ground vibrations from underground excavation at Karoun 3 area,M. Ataei,2013,Mining Technology,SAGE Publications,10.1179/037178409x12596677450081,https://doi.org/10.1179/037178409x12596677450081,,Crossref,Karoun River,,0.475,no resolving DOI or live landing page
eligible,Iran basins/projects,"Application of remotely sensed imagery to watershed analysis a case study of Lake Karoun, Egypt",Noha Donia,2012,Arabian Journal of Geosciences,Springer Science and Business Media LLC,10.1007/s12517-012-0621-7,https://doi.org/10.1007/s12517-012-0621-7,http://link.springer.com/content/pdf/10.1007/s12517-012-0621-7.pdf,Crossref,Karoun River,,0.4444,resolving DOI
hold,Iran basins/projects,Prediction of blast induced vibrations in the structures of Karoun III power plant and dam,M. Kamali | M. Ataei,2010,Journal of Vibration and Control,SAGE Publications,10.1177/1077546310370985,https://doi.org/10.1177/1077546310370985,https://journals.sagepub.com/doi/pdf/10.1177/1077546310370985,Crossref,Karoun River,,0.4433,no resolving DOI or live landing page
eligible,Iran basins/projects,Impact of Environmental Degradation and Climate Change on Water Quality in North Karoun Basin (Iran),Bijan Saberi | Dariush Rahimi | Javad Khoshhal Dastjerdi,2023,,Research Square Platform LLC,10.21203/rs.3.rs-2676255/v1,https://doi.org/10.21203/rs.3.rs-2676255/v1,,Crossref,Karoun River,,0.6667,resolving DOI
hold,Iran basins/projects,"Organisation hydrochimique, biologique et sédimentologique d’un lac intracontinental à peuplements lagunaires : la Birket Karoun (Fayoum, Egypte)",Jean-Pierre Perthuisot | Olivier Guelorget | Ahmed Wahid et Sayed Ibrahim | Jean-Pierre Margerel | André Maurin | Maryvonne Piron-Frenet,2015,Geodinamica Acta,Informa UK Limited,10.1080/09853111.1990.11105201,https://doi.org/10.1080/09853111.1990.11105201,,Crossref,Karoun River,,0.359,no resolving DOI or live landing page
hold,Iran basins/projects,"First record of the freshwater loach,<i>Turcinoemacheilus kosswigi</i>(Bănărescu and Nalbant, 1964), from Iran (Karoun drainage)",Kiavash Golzarianpour | Asghar Abdoli | Bahram H. Kiabi | Jörg Freyhof,2009,Zoology in the Middle East,Informa UK Limited,10.1080/09397140.2009.10638347,https://doi.org/10.1080/09397140.2009.10638347,,Crossref,Karoun River,,0.3842,no resolving DOI or live landing page
hold,Iran basins/projects,Prediction of blast-induced vibration by adaptive neuro-fuzzy inference system in Karoun 3 power plant and dam,Mohamad Ataei | Mehdi Kamali,2012,Journal of Vibration and Control,SAGE Publications,10.1177/1077546312444769,https://doi.org/10.1177/1077546312444769,https://journals.sagepub.com/doi/pdf/10.1177/1077546312444769,Crossref,Karoun River,,0.4126,no resolving DOI or live landing page
eligible,Iran basins/projects,"Cadmium, Iron, Lead and Mercury Bioaccumulation in Abu Mullet, Liza abu, Different Tissues from Karoun and Karkheh Rivers, Khozestan, Iran",Abolfazl Askary Sary | Mahboubeh Beheshti,2011,Bulletin of Environmental Contamination and Toxicology,Springer Science and Business Media LLC,10.1007/s00128-011-0476-8,https://doi.org/10.1007/s00128-011-0476-8,http://link.springer.com/content/pdf/10.1007/s00128-011-0476-8.pdf,Crossref,Karoun River,,0.4309,resolving DOI
eligible,Iran basins/projects,"Investigating the Effect of Long-Term Sugarcane Cultivation on Some Soil Properties of Soils in Karoun Agro-industry Unit, Khuzestan Province, Iran",Masoud SADEGHİ | Abdolamir MOEZZİ | Ali GHOLAMİ | Teimour BABAEİNEJAD | Ebrahim PANAHPOUR,2021,Tarım Bilimleri Dergisi,Ankara University Faculty of Agriculture,10.15832/ankutbd.570801,https://doi.org/10.15832/ankutbd.570801,,Crossref,Karoun River,,0.4444,resolving DOI
eligible,Iran basins/projects,"Rainfall  warning  Based on indexs teleconnection, Synoptic Patterns of Atmospheric Upper Levels and Climatic elements a case study of  Karoun basin",iran salehvand |  | amir gandomkar |  | ebrahim fatahi | ,2021,Journal of Applied researches in Geographical Sciences,CMV Verlag,10.29252/jgs.20.59.81,https://doi.org/10.29252/jgs.20.59.81,http://jgs.khu.ac.ir/article-1-2860-en.pdf,Crossref,Karoun River,,0.4615,resolving DOI
hold,Iran basins/projects,"Experimental and microscopic studies of some copper alloy objects from the Biregan Archeological site of Kouhrang, Second millennium BC",fatemeh khodabakhshi |  | Hamidreza Bakhshandefard |  | Davoud Agha-Aligol | ,2019,Journal of Research on Archaeometry,CMV Verlag,10.29252/jra.5.2.149,https://doi.org/10.29252/jra.5.2.149,http://jra-tabriziau.ir/article-1-174-en.pdf,Crossref,Kouhrang,,0.4303,no resolving DOI or live landing page
eligible,Iran basins/projects,"GEOCHEMICAL AND GEOLOGICAL STUDIES OF OIL SHALES IN AB KASEH SECTION, KOUHRANG COUNTY, CHAHARMAHAL AND BAKHTIARI PROVINCE, IRAN",Milad Tahmasebi | Farhad Ehya | Ghodratollah Rostami Paydar,2025,Archives for Technical Sciences,National Institute of STEM Research,10.70102/afts.2025.1732.075,https://doi.org/10.70102/afts.2025.1732.075,,Crossref,Kouhrang,,0.4918,resolving DOI
hold,Iran basins/projects,"Ancient Mobile Pastoralists of an Iron Age Site in the Kouhrang Bakhtiari Highlands of Central Zagros, Iran. The Case of KR 385",,2026,Subartu,Brepols Publishers,10.1484/m.subart-eb.5.150920,https://doi.org/10.1484/m.subart-eb.5.150920,,Crossref,Kouhrang,,0.4444,no resolving DOI or live landing page
eligible,Iran basins/projects,"Techno-Typological Study of the Pleistocene Lithic Assemblages from two Open-air Scatters of Band-e Pey in the Caspian Lowland and Kouhrang, in the Zagros Foothills",Fatemeh Jamshidi,,,Agence Bibliographique de l'Enseignement Supérieur,10.70675/304274a1z882dz495bz98f9z7487b7241ec8,https://doi.org/10.70675/304274a1z882dz495bz98f9z7487b7241ec8,,Crossref,Kouhrang,,0.4382,resolving DOI
hold,Iran basins/projects,Effect of continuous and intermittent irrigation methods on rice (cv. Koohrang) yield,Bijan Haghighati Borojeni | Foroud Salehi,2013,Archives of Agronomy and Soil Science,Informa UK Limited,10.1080/03650340.2012.697994,https://doi.org/10.1080/03650340.2012.697994,,Crossref,Koohrang,,0.4239,no resolving DOI or live landing page
eligible,Iran basins/projects,"Some carbonate rock texture effects on mechanical behavior, based on Koohrang tunnel data, Iran",Rassoul Ajalloeian | Hadiseh Mansouri | Esmaeel Baradaran,2016,Bulletin of Engineering Geology and the Environment,Springer Science and Business Media LLC,10.1007/s10064-016-0861-y,https://doi.org/10.1007/s10064-016-0861-y,http://link.springer.com/content/pdf/10.1007/s10064-016-0861-y.pdf,Crossref,Koohrang,,0.4314,resolving DOI
eligible,Iran basins/projects,"Near-saturated soil hydraulic properties as influenced by land use management systems in Koohrang region of central Zagros, Iran",H. Kelishadi | M.R. Mosaddeghi | M.A. Hajabbasi | S. Ayoubi,2014,Geoderma,Elsevier BV,10.1016/j.geoderma.2013.08.008,https://doi.org/10.1016/j.geoderma.2013.08.008,,Crossref,Koohrang,,0.6,resolving DOI
eligible,Iran basins/projects,An Analysis on the Relationship between Sustainable Tourism Development and Improvement of Social Welfare Indicators (Case Study: Koohrang City Villages),Zahra Raisi dehkordi |  | Naser Hejazi |  | Mohammadali Chitsaz | ,2020,Socio-Cultural Development Studies,CMV Verlag,10.52547/scds.8.4.151,https://doi.org/10.52547/scds.8.4.151,http://journals.sabz.ac.ir/scds/article-1-1080-en.pdf,Crossref,Koohrang,,0.4355,resolving DOI
hold,Iran basins/projects,Evaluation of physicochemical parameters of waste water from rainbow trout fish farms and their impacts on water quality of Koohrang stream – Iran,Firooz Fadaeifard,2012,International Journal of Fisheries and Aquaculture,Academic Journals,10.5897/ijfa12.007,https://doi.org/10.5897/ijfa12.007,,Crossref,Koohrang,,0.4545,no resolving DOI or live landing page
hold,Iran basins/projects,"Assessment of a data-driven evidential belief function model and GIS for groundwater potential mapping in the Koohrang Watershed, Iran",Hamid Reza Pourghasemi | Masood Beheshtirad,2014,Geocarto International,Informa UK Limited,10.1080/10106049.2014.966161,https://doi.org/10.1080/10106049.2014.966161,,Crossref,Koohrang,,0.5,no resolving DOI or live landing page
eligible,Iran basins/projects,Analysis of longitudinal profile of the tunnels in the active faulted zone and designing the flexible lining (for Koohrang-III tunnel),A.R. Shahidi | M. Vafaeian,2005,Tunnelling and Underground Space Technology,Elsevier BV,10.1016/j.tust.2004.08.003,https://doi.org/10.1016/j.tust.2004.08.003,,Crossref,Koohrang,,0.4444,resolving DOI
eligible,Iran basins/projects,The Effect of Slope Position and Land Use on Some Soil Physical and Chemical Properties in Koohrang Area of Chaharmahal and Bakhtiari Province,,2020,Journal of Water and Soil Science,Academic World Research,10.47176/jwss.24.1.40741,https://doi.org/10.47176/jwss.24.1.40741,,Crossref,Koohrang,,0.4,resolving DOI
hold,Iran basins/projects,Numerical Analyses of Seepage from Behesht Abad Dam Foundation,Ameneh F. Dardashti | Rasoul Ajalloeian,2012,Open Journal of Geology,"Scientific Research Publishing, Inc.",10.4236/ojg.2012.23015,https://doi.org/10.4236/ojg.2012.23015,https://www.scirp.org/journal/paperinformation?paperid=21386,Crossref,Behesht-Abad,,0.4861,no resolving DOI or live landing page
hold,Iran basins/projects,"Evaluation of Hydraulic Aperture of the Joints of Behesht Abad Dam  Foundation, Iran",Ameneh F. Dardashti | Rasoul Ajalloeian,2015,Open Journal of Geology,"Scientific Research Publishing, Inc.",10.4236/ojg.2015.56034,https://doi.org/10.4236/ojg.2015.56034,https://www.scirp.org/journal/paperinformation?paperid=56956,Crossref,Behesht-Abad,,0.5111,no resolving DOI or live landing page
eligible,Iran basins/projects,Geostatistical modeling of uniaxial compressive strength along the axis of the Behesht-Abad tunnel in Central Iran,M. Doostmohammadi | A. Jafari | O. Asghari,2014,Bulletin of Engineering Geology and the Environment,Springer Science and Business Media LLC,10.1007/s10064-014-0663-z,https://doi.org/10.1007/s10064-014-0663-z,http://link.springer.com/content/pdf/10.1007/s10064-014-0663-z.pdf,Crossref,Behesht-Abad,,0.4804,resolving DOI
eligible,Iran basins/projects,"Flood warning system using internet of things, artificial intelligence and hydraulic modeling (case study: Behesht-Abad Watershed, Iran)",Ahmad Ghanbari | Nasser Tahmasebipour | Hossein Zeinivand | Majid Ibn Ali Heidari | Sajjad Abdollahi,2023,Acta Geophysica,Springer Science and Business Media LLC,10.1007/s11600-023-01174-6,https://doi.org/10.1007/s11600-023-01174-6,https://link.springer.com/content/pdf/10.1007/s11600-023-01174-6.pdf,Crossref,Behesht-Abad,,0.4896,resolving DOI
eligible,Iran basins/projects,IMPACT OF ESTABLISHMENT OF BEHESHTABAD TUNNEL ON SHAHREKORD AQUIFER,Rahim Alimohammadi,2016,"TURKISH ONLINE JOURNAL OF DESIGN, ART AND COMMUNICATION","Turkish Online Journal of Design, Art and Communication (TOJDAC)",10.7456/1060jse/006,https://doi.org/10.7456/1060jse/006,,Crossref,Beheshtabad,,0.5,resolving DOI
eligible,Iran basins/projects,Modeling Snowmelt Runoff Under CMIP5 Scenarios in the Beheshtabad Watershed,Mohammad Bagher Raisi | Mehdi Vafakhah | Hamidreza Moradi,2021,"Iranian Journal of Science and Technology, Transactions of Civil Engineering",Springer Science and Business Media LLC,10.1007/s40996-021-00687-8,https://doi.org/10.1007/s40996-021-00687-8,https://link.springer.com/content/pdf/10.1007/s40996-021-00687-8.pdf,Crossref,Beheshtabad,,0.4458,resolving DOI
eligible,Iran basins/projects,MODELING SNOWMELT-RUNOFF UNDER CLIMATE CHANGE  SCENARIOS IN THE BEHESHTABAD WATERSHED,Mohammad BAGHER RAISI | Mehdi VAFAKHAH | Hamidreza MORADI,2019,"The Journal ""Agriculture and Forestry""",Journal Agriculture and Forestry,10.17707/agricultforest.65.3.03,https://doi.org/10.17707/agricultforest.65.3.03,,Crossref,Beheshtabad,,0.4908,resolving DOI
hold,Iran basins/projects,"Reproductive characteristics of Siahmahi, Capoeta damascina (family: Cyprinidae) in Beheshtabad river, Tigris basin",Masoud Siami | Yazdan Keivany | Omidvar Farhadian,2017,Sri Lanka Journal of Aquatic Sciences,Sri Lanka Journals Online (JOL),10.4038/sljas.v22i1.7513,https://doi.org/10.4038/sljas.v22i1.7513,https://account.sljas.sljol.info/index.php/sljo-j-sljas/article/download/7513/5498,Crossref,Beheshtabad,,0.4211,no resolving DOI or live landing page
hold,Iran basins/projects,"Application of standardised precipitation index for predicting meteorological drought intensity in Beheshtabad watershed, central Iran",Rokhsareh Rostamian | Saeid Eslamian | Mohammad Reza Farzaneh,2013,International Journal of Hydrology Science and Technology,Inderscience Publishers,10.1504/ijhst.2013.055233,https://doi.org/10.1504/ijhst.2013.055233,,Crossref,Beheshtabad,,0.5,no resolving DOI or live landing page
hold,Iran basins/projects,"Determination of mercury and arsenic levels in fish caught in the Beheshtabad River, Chaharmahal and Bakhtiari Province, Iran",Mehdi Raissy | Ebrahim Rahimi | Mahsa Ansari | Abdol Ghaffar Ebadi,2010,Toxicological &amp; Environmental Chemistry,Informa UK Limited,10.1080/02772241003689876,https://doi.org/10.1080/02772241003689876,,Crossref,Beheshtabad,,0.4545,no resolving DOI or live landing page
hold,Iran basins/projects,"Age and growth of a newly described barb,<i>Capoeta coadi</i>(Cyprinidae), in Beheshtabad River, Tigris basin",Yazdan Keivany | Masoud Siami,2020,Annales de Limnologie - International Journal of Limnology,EDP Sciences,10.1051/limn/2020025,https://doi.org/10.1051/limn/2020025,,Crossref,Beheshtabad,,0.4167,no resolving DOI or live landing page
eligible,Iran basins/projects,"Evaluation of groundwater quality for drinking purposes: a case study from the Beheshtabad Basin, Chaharmahal and Bakhtiari Province, Iran",Nasrin Gharahi | Rasool Zamani-Ahmadmahmoodi,2020,Environmental Earth Sciences,Springer Science and Business Media LLC,10.1007/s12665-020-8816-9,https://doi.org/10.1007/s12665-020-8816-9,http://link.springer.com/content/pdf/10.1007/s12665-020-8816-9.pdf,Crossref,Beheshtabad,,0.6154,resolving DOI
hold,Iran basins/projects,"Laboratory Study, Conservation and Restoration  of Ancient iron Objects found in the Excavations of Beheshtabad archaeological Hill in Chaharmahal and Bakhtiari Province",Marjan Gandom Malmir | Zohreh Sadeghi | Hamidreza Bakhshandehfard,2025,Journal of Research on Archaeometry,InkVista Publishing House,10.66224/jra.2025.11.206,https://doi.org/10.66224/jra.2025.11.206,https://jra-tabriziau.ir/article-1-416-en.pdf,Crossref,Beheshtabad,,0.3843,no resolving DOI or live landing page
eligible,Iran basins/projects,"Modeling Trends Land Use Changes Local by Using LCM Model Based on Artificial Neural Networks and Markov Chain Analysis
(Case Study: BeheshtAbad Watershed)",majid yousefi |  | mehdi pajouhesh |  | afshin honarbakhsh | ,2020,journal of watershed management research,CMV Verlag,10.52547/jwmr.11.21.129,https://doi.org/10.52547/jwmr.11.21.129,http://jwmr.sanru.ac.ir/article-1-977-en.pdf,Crossref,Beheshtabad,,0.4809,resolving DOI
eligible,Iran basins/projects,Prediction of the Penetration Rate and Number of  Consumed Disc Cutters of Tunnel Boring Machines  (TBMs) Using Artificial Neural Network (ANN)  and Support Vector Machine (SVM)—Case Study:  Beheshtabad Water Conveyance Tunnel in Iran,Alireza Afradi | Arash Ebrahimabadi | Tahereh Hallajian,2019,"Asian Journal of Water, Environment and Pollution",AccScience Publishing,10.3233/ajw190006,https://doi.org/10.3233/ajw190006,https://api-journal.accscience.com/journal/AJWEP/16/1/ajw190006/ajw190006.pdf,Crossref,Beheshtabad,,0.6,resolving DOI
